Sentence,Corrected Sentence,Translation,Student_Emotion,Pipeline_Emotion,Core_Pipeline_Emotion,Corrected_Emotion
Die zit hier als een tjeil.,Die zit hier als een tjeil.,It sits here like a baby.,neutral,amusement,happiness,neutral
Die krijgt elkaar precies aan de hand.,Die krijgt elkaar precies aan de hand.,They get to grips with each other exactly.,neutral,neutral,neutral,neutral
"Fucking hell, man.","Fucking hell, man.","Fucking hell, man.",anger,anger,anger,anger
"O, erg.","O, erg.","Oh, bad.",neutral,disappointment,sadness,sadness
De sokken zijn zeker op z'n sok.,De sokken zijn zeker op z'n sok.,The socks are definitely on his sock.,neutral,neutral,neutral,neutral
Ik ga mijn schoenen ook afdoen.,Ik ga mijn schoenen ook afdoen.,I'm going to take off my shoes too.,neutral,neutral,neutral,neutral
Luister. Die doen alsof ze elkaar al...,Luister. Die doen alsof ze elkaar al...,Listen. They act as if they already know each other...,surprise,curiosity,neutral,neutral
"We moeten wel oppassen, denk ik.","We moeten wel oppassen, denk ik.","We have to be careful, I think.",fear,nervousness,fear,fear
"Want als wij hen zo goed horen, hoe zij ons ook zo goed...","Want als wij hen zo goed horen, hoe zij ons ook zo goed...","Because if we hear them so well, how they hear us so well...",surprise,nervousness,fear,fear
Daar moeten we eigenlijk gewoon zwijgen.,Daar moeten we eigenlijk gewoon zwijgen.,We should really just keep quiet there.,neutral,nervousness,fear,neutral
"Als we nu de volgende keer erin gaan, niks zeggen...","Als we nu de volgende keer erin gaan, niks zeggen...","Now next time we go in, don't say anything...",neutral,nervousness,fear,neutral
"pas als we hier zijn, bespreken we.","pas als we hier zijn, bespreken we.",We won't discuss until we get here.,neutral,nervousness,fear,neutral
Jij komt uit?,Jij komt uit?,You come out?,surprise,curiosity,neutral,neutral
"Van Belgiė, hč. Van Vlaams-Brabant.","Van Belgiė, hč. Van Vlaams-Brabant.","From Belgium, right? From Flemish Brabant.",neutral,curiosity,neutral,neutral
Sorry? Van Vlaams-Brabant.,Sorry? Van Vlaams-Brabant.,Sorry? From Flemish Brabant.,neutral,confusion,sadness,sadness
Vlaams-Brabant. Oké.,Vlaams-Brabant. Oké.,Flemish Brabant. Okay.,neutral,realization,surprise,surprise
En wat doe je? Wat plaats je thuis achter?,En wat doe je? Wat plaats je thuis achter?,And what are you doing? What do you leave behind at home?,neutral,curiosity,neutral,neutral
"Ik ben leerkracht. Nee, nee.","Ik ben leerkracht. Nee, nee.",I am a teacher. No no.,neutral,neutral,neutral,neutral
"Kapster. Ja, ja.","Kapster. Ja, ja.","Capster. And, and.",neutral,neutral,neutral,neutral
We hebben een kapster. Koolberoep is leerkracht.,We hebben een kapster. Koolberoep is leerkracht.,We have a hairdresser. Koolvak is a teacher.,surprise,neutral,neutral,neutral
Wat is kapster? Ik ben ook kapster.,Wat is kapster? Ik ben ook kapster.,What is a hairdresser? I am also a hairdresser.,neutral,surprise,surprise,surprise
"O, je bent kapster, ja.","O, je bent kapster, ja.","Oh, you're a hairdresser, yes.",surprise,realization,surprise,surprise
"Bewoners, ook dit jaar gaan jullie weer spellen moeten spelen.","Bewoners, ook dit jaar gaan jullie weer spellen moeten spelen.","Residents, this year you will have to play games again.",anger,excitement,happiness,happiness
Games om jullie leven hier aangenamer te maken...,Games om jullie leven hier aangenamer te maken...,Games to make your life here more enjoyable...,neutral,optimism,happiness,neutral
of om jullie verblijf hier te verzekeren.,of om jullie verblijf hier te verzekeren.,or to ensure your stay here.,neutral,neutral,neutral,neutral
"Het spel dat jullie zo dadelijk gaan spelen, is van de eerste soort.","Het spel dat jullie zo dadelijk gaan spelen, is van de eerste soort.",The game you are about to play is of the first kind.,neutral,curiosity,neutral,neutral
Jullie leven hier aangenamer maken.,Jullie leven hier aangenamer maken.,Make your life here more pleasant.,neutral,optimism,happiness,neutral
"Ah, peintje.","Ah, peintje.","Ah, peintje.",neutral,neutral,neutral,neutral
"Basiri, jij hebt geen duopartner, dus jij speelt niet mee.","Basiri, jij hebt geen duopartner, dus jij speelt niet mee.","Basiri, you don't have a duo partner, so you're not playing.",surprise,disappointment,sadness,sadness
Jij blijft hier buiten of in het huis.,Jij blijft hier buiten of in het huis.,You stay out here or in the house.,neutral,neutral,neutral,neutral
Alle anderen mogen nu naar de gameroom komen.,Alle anderen mogen nu naar de gameroom komen.,Everyone else can now come to the game room.,neutral,excitement,happiness,neutral
"O, my God.","O, my God.","O, my God.",surprise,surprise,surprise,surprise
Zijn jullie niet benieuwd naar het spel?,Zijn jullie niet benieuwd naar het spel?,Aren't you curious about the game?,surprise,curiosity,neutral,neutral
We gaan roepen.,We gaan roepen.,We're going to shout.,neutral,excitement,happiness,neutral
Hier.,Hier.,Here.,neutral,neutral,neutral,neutral
"O, koffers.","O, koffers.","Oh, suitcases.",surprise,surprise,surprise,surprise
"Toen ik binnenkwam en ik zag m'n koffer staan, werd ik gelijk blij.","Toen ik binnenkwam en ik zag m'n koffer staan, werd ik gelijk blij.","When I walked in and saw my suitcase, I was immediately happy.",happiness,joy,happiness,happiness
"Ik dacht, yes, ik kan hem terugvinden.","Ik dacht, yes, ik kan hem terugvinden.","I thought, yes, I can find it.",neutral,relief,happiness,happiness
Heb ik dit jaar echte winnaars...,Hebben we dit jaar echte winnaars...,Do we have any real winners this year...,neutral,curiosity,neutral,neutral
die sterk genoeg zijn voor dit uitzonderlijke experiment?,die sterk genoeg zijn voor dit uitzonderlijke experiment?,that are strong enough for this exceptional experiment?,neutral,curiosity,neutral,surprise
Ik hou wel van winnen. Ik doe mee om te winnen.,Ik hou wel van winnen. Ik neem deel om te winnen.,I do like winning. I participate to win.,neutral,desire,happiness,happiness
Een beetje een mes in de rust.,Een beetje een mes in de rug.,A bit of a stab in the back.,anger,disappointment,sadness,sadness
Dat moet.,Dat moet zo zijn.,That must be so.,neutral,realization,surprise,neutral
Een once-in-a-lifetime-ervaring die niet iedereen krijgt.,Een once-in-a-lifetime-ervaring die niet iedereen krijgt.,A once-in-a-lifetime experience that not everyone gets.,neutral,admiration,happiness,happiness
Ik wil die met beide handen pakken.,Ik wil die kans met beide handen aangrijpen.,I want to seize that opportunity with both hands.,neutral,desire,happiness,happiness
Ik wil heel graag weten hoe hard Big Brother mij kan breken.,Ik wil heel graag weten hoe hard Big Brother mij kan breken.,I really want to know how hard Big Brother can break me.,neutral,curiosity,neutral,neutral
Hoe goed ze zich ook hebben voorbereid...,Hoe goed ze zich ook hebben voorbereid...,No matter how well they have prepared...,neutral,neutral,neutral,sadness
niets is zeker bij een verblijf in mijn huis.,niets is zeker bij een verblijf in mijn huis.,nothing is certain when staying in my house.,neutral,fear,fear,fear
"Met een nieuwe look, nieuwe uitdagingen...","Met een nieuwe look, nieuwe uitdagingen...","With a new look, new challenges...",neutral,excitement,happiness,neutral
en een geheim huis.,en een geheim huis.,and a secret house.,neutral,curiosity,neutral,neutral
Bijna alles in onze wereld bestaat uit tegenstellingen.,Bijna alles in onze wereld bestaat uit tegenstellingen.,Almost everything in our world consists of opposites.,neutral,realization,surprise,neutral
"Goed, fout, links, rechts...","Goed, fout, links, rechts...","Right, wrong, left, right...",neutral,neutral,neutral,neutral
vreugde en verdriet.,vreugde en verdriet.,joy and sadness.,neutral,neutral,neutral,neutral
En ik hoor zo vaak opposites attract en samen sta je sterk.,En ik hoor zo vaak opposites attract en samen sta je sterk.,And I so often hear opposites attract and together you are strong.,neutral,approval,happiness,happiness
Daarom heb ik beslist om dit keer mijn bewoners...,Daarom heb ik beslist om dit keer mijn bewoners...,That's why I decided to let my residents...,neutral,curiosity,neutral,neutral
te laten samenwerken in duo's.,te laten samenwerken in duo's.,to work together in pairs.,neutral,approval,happiness,neutral
"Hoe ze dit gaan aanpakken, dat zullen we zien.","Hoe ze dit gaan aanpakken, dat zullen we zien.",We'll see how they go about this.,neutral,curiosity,neutral,neutral
Vrienden maken en strijden.,Vrienden maken en strijden.,Make friends and compete.,neutral,excitement,happiness,happiness
Vullen ze elkaar aan en overstijgen ze zichzelf?,Vullen ze elkaar aan en overstijgen ze zichzelf?,Do they complement each other and transcend themselves?,neutral,curiosity,neutral,neutral
"Ik kan het voortouw nemen, ik kan de leiding nemen.","Ik kan het voortouw nemen, ik kan de leiding nemen.","I can take the lead, I can take charge.",neutral,pride,happiness,happiness
Of worden ze toch elkaars vijand?,Of worden ze toch elkaars vijand?,Or will they become each other's enemies?,neutral,fear,fear,fear
Want uiteindelijk kan maar één iemand de winnaar zijn.,Want uiteindelijk kan maar één iemand de winnaar zijn.,Because in the end only one person can be the winner.,neutral,realization,surprise,neutral
"En wie dat wordt, dat bepaal jij.","En wie dat wordt, dat bepaal jij.",And you decide who that will be.,neutral,neutral,neutral,neutral
De eerste bewoner is het huis in.,De eerste bewoner is het huis in.,The first resident has entered the house.,neutral,excitement,happiness,neutral
"Ronnahie van 1820 uit Zonhoven, Vlaanderen...","Ronnahie van 1820 uit Zonhoven, Vlaanderen...","Ronnahie from 1820 from Zonhoven, Flanders...",neutral,neutral,neutral,neutral
is de allereerste bewoner die dit seizoen kennis maakt...,is de allereerste bewoner die dit seizoen kennis maakt...,is the very first resident to be introduced this season...,neutral,excitement,happiness,happiness
met de grillen van Big Brother.,met de grillen van Big Brother.,with the whims of Big Brother.,neutral,neutral,neutral,neutral
Je zag zojuist een aantal vertrouwde elementen in het huis...,Je zag zojuist een aantal vertrouwde elementen in het huis...,You just saw some familiar elements in the house...,neutral,neutral,neutral,neutral
"waaronder de wal, maar ook een aantal nieuwe elementen.","waaronder de wal, maar ook een aantal nieuwe elementen.","including the wall, but also a number of new elements.",neutral,curiosity,neutral,neutral
Net als hier in de studio.,Net als hier in de studio.,Just like here in the studio.,neutral,neutral,neutral,neutral
"Familie, vrienden, allemaal zijn ze dit jaar van de partij.","Familie, vrienden, allemaal zijn ze dit jaar van de partij.","Family, friends, they are all present this year.",neutral,joy,happiness,happiness
En er is daar ook een draaideur.,En er is daar ook een draaideur.,And there's a revolving door there too.,neutral,neutral,neutral,neutral
Een deur die een essentiële rol gaat spelen.,Een deur die een essentiële rol gaat spelen.,A door that will play an essential role.,neutral,curiosity,neutral,neutral
Wat voor rol precies? Daar ga je nog achterkomen.,Wat voor rol precies? Daar ga je nog achterkomen.,What role exactly? You'll find out later.,neutral,curiosity,neutral,neutral
De andere bewoners sturen wij hier straks één voor één het huis in.,De andere bewoners sturen wij hier straks één voor één het huis in.,We will soon send the other residents into the house one by one.,neutral,excitement,happiness,happiness
Op een paar mensen na.,Op een paar mensen na.,Except for a few people.,neutral,neutral,neutral,neutral
"Wie dat zit, wij hebben geen idee. Dat zullen we zien.","Wie dat zit, wij hebben geen idee. Dat zullen we zien.",We have no idea who that is. We'll see about that.,neutral,curiosity,neutral,neutral
Straks na deze uitzending openen wij de livestreams...,Straks na deze uitzending openen wij de livestreams...,Soon after this broadcast we will open the live streams...,neutral,excitement,happiness,happiness
en kun je ook alles weer 24-7 op de voet volgen.,en kun je ook alles weer 24-7 op de voet volgen.,and you can also follow everything 24/7.,neutral,neutral,neutral,neutral
En ook dit seizoen kun je weer actief meedoen.,En ook dit seizoen kun je weer actief meedoen.,And this season you can actively participate again.,neutral,excitement,happiness,happiness
"Doe dat via de socials, maar maak ook even een account aan...","Doe dat via de socials, maar maak ook even een account aan...","Do this via social media, but also create an account...",neutral,neutral,neutral,neutral
als je die nog niet hebt.,als je die nog niet hebt.,if you don't have it yet.,neutral,neutral,neutral,neutral
"Wat het precies allemaal inhoudt, jullie horen het.","Wat het precies allemaal inhoudt, jullie horen het.",You will hear exactly what it all means.,neutral,curiosity,neutral,neutral
Ik snap het al. Dat krijg je allemaal nog te horen.,Ik snap het al. Dat krijg je allemaal nog te horen.,I get it. You'll hear all that later.,neutral,realization,surprise,neutral
Je koffer mag mee en je mag naar de spiegeldeur.,Je koffer mag mee en je mag naar de spiegeldeur.,You can take your suitcase with you and you can go to the mirror door.,neutral,neutral,neutral,neutral
Heel veel succes.,Heel veel succes.,Goodluck.,neutral,optimism,happiness,happiness
Geef hem nog een heel luid applaus. Milano!,Geef hem nog een heel luid applaus. Milano!,Give him another very loud round of applause. Milano!,happiness,admiration,happiness,happiness
Hallo. Hallo.,Hallo. Hallo.,Hello Hello.,neutral,neutral,neutral,neutral
Ik ben hier niet alleen.,Ik ben hier niet alleen.,I'm not alone here.,neutral,realization,surprise,surprise
Ik ook niet. Dat is fijn.,Ik ook niet. Dat is fijn.,Me neither. That's nice.,neutral,relief,happiness,happiness
Dat vind ik heel fijn.,Dat vind ik heel fijn.,I really like that.,happiness,joy,happiness,happiness
Ik ben Ronai. Dilano.,Ik ben Ronai. Dilano.,I'm Ronai. Dilano.,neutral,neutral,neutral,neutral
Dilano. Ronai.,Dilano. Ronai.,Dylan's. Ron.,neutral,neutral,neutral,neutral
Ronai. Het is niet zo'n simpele naam.,Ronai. Het is niet zo'n simpele naam.,Ronai. It's not such a simple name.,neutral,amusement,happiness,neutral
Je hoeft het honderd keer opnieuw te vragen.,Je hoeft het honderd keer opnieuw te vragen.,You have to ask again a hundred times.,neutral,annoyance,anger,anger
Wat een kamer.,Wat een kamer.,What a room.,neutral,surprise,surprise,neutral
Ik dacht echt dat ik hier alleen ging zijn.,Ik dacht echt dat ik hier alleen ging zijn.,I really thought I was going to be here alone.,neutral,surprise,surprise,surprise
Dus ik ben blij dat er toch nog een andere persoon is.,Dus ik ben blij dat er toch nog een andere persoon is.,So I'm glad there's another person after all.,happiness,relief,happiness,happiness
Ik ben er.,Ik ben hier.,I'm here.,neutral,neutral,neutral,neutral
Ronai en Dilano.,Ronai en Dilano.,Ronai in Dilano.,neutral,neutral,neutral,neutral
Welkom.,Welkom.,Welcome.,neutral,neutral,neutral,neutral
Hallo.,Hallo.,Hallo.,neutral,neutral,neutral,neutral
Jullie starten dit experiment hier in de Mirror Room.,Jullie starten dit experiment hier in de Mirror Room.,You'll start this experiment here in the Mirror Room.,neutral,curiosity,neutral,neutral
"En waarom dat is, dat zien jullie nu.","En waarom dat is, dat zien jullie nu.",And you now see why that is.,neutral,realization,surprise,neutral
Misschien herkennen jullie dit nog wel.,Misschien herkennen jullie dit nog wel.,Maybe you still recognize this.,neutral,curiosity,neutral,neutral
